winet	fortw	dryw	sweetw	red	rose	spark
	<a id="linkTurnOffAcc" href="#" class="ms-TurnOffAcc" onclick="SetIsAccessibilityFeatureEnabled(false);UpdateAccessibilityUI();document.getElementById('linkTurnOnAcc').focus();return false;">
	Turn off more accessible mode</a>
</div>
<div class="s4-notdlg s4-skipribbonshortcut noindex">
	<a href="javascript:;" onclick="javascript:this.href='#startNavigation';" class="ms-SkiptoNavigation" accesskey="Y">
	Skip Ribbon Commands</a>
</div>
<div class="s4-notdlg noindex">
	<a href="javascript:;" onclick="javascript:this.href='#mainContent';" class="ms-SkiptoMainContent" accesskey="X">
	Skip to main content</a>
</div>
<a id="HiddenAnchor" href="javascript:;" style="display:none;"></a>




          <div id="s4-workspace">
     
		<div id="s4-bodyContainer">
		
		<!--------------------------------------benim eklediklerim  --------------------------->
		
		
		<div id="ust_cizgi" class="s4-notdlg"></div>
<div id="all">
  <div id="baslik" class="s4-notdlg">
    <div id="baslik_sol"><a href="http://my.sehir.edu.tr/"><img src="/images/my_img/logo.png" width="153" height="62" alt="my.sehir" border="0" /></a></div>
    <div id="baslik_sag">
      <div id="mysehir"><img src="/images/my_img/mysehir.png" width="186" height="26" alt="mysehir" /></div>
      <div id="baslik_menuwebpart">
      
<div id="ctl00_g_b82ba06c_acde_4775_a8bb_b8c5948c3f8a" __MarkupType="vsattributemarkup" __WebPartId="{b82ba06c-acde-4775-a8bb-b8c5948c3f8a}" WebPart="true">
	
<div id="baslik_menu">
    <ul>
        <span id="ctl00_g_b82ba06c_acde_4775_a8bb_b8c5948c3f8a_ctl00_lblheader"><li><a target='_blank' href='http://gmail.std.sehir.edu.tr' class='bmcizgi'>ŞEHİR MAIL</a></li><li><a target='_blank' href='https://mail.google.com/a/std.sehir.edu.tr' class='bmcizgi'>ÖĞRENCİ MAIL</a></li><li><a target='_blank' href='http://sap.sehir.edu.tr' class='bmcizgi'>SAP</a></li><li><a target='_blank' href='http://crm.sehir.edu.tr' class='bmcizgi'>CRM</a></li><li><a target='_blank' href='http://library.sehir.edu.tr' class='bmcizgi'>KÜTÜPHANE</a></li><li><a target='_self' href='' class='bmcizgi'></a></li><li><a target='_self' href='/Pages/' class='bmcizgi'></a></li><li><a target='_self' href='/Pages/' class='bmcizgi'></a></li><li><a target='_self' href='/Pages/' class='bmcizgi'></a></li><li><a target='_self' href='/Pages/' class='bmcizgi'></a></li><li><a target='_self' href='/Pages/'></a></li></span>
    </ul>
</div>

</div>
            
		</div>
<div id="ara">
      <div id="s4-searcharea" class="s4-search s4-rp">
						
							<table class="s4-wpTopTable" border="0" cellpadding="0" cellspacing="0" width="100%">
	<tr>
		<td valign="top"><div WebPartID="00000000-0000-0000-0000-000000000000" HasPers="true" id="WebPartWPQ1" width="100%" OnlyForMePart="true" allowDelete="false" style="" ><div id="SRSB"> <div>
			<input name="ctl00$PlaceHolderSearchArea$ctl01$ctl00" type="hidden" id="ctl00_PlaceHolderSearchArea_ctl01_ctl00" value="https://my.sehir.edu.tr" /><table class="ms-sbtable ms-sbtable-ex s4-search" cellpadding="0" cellspacing="0" border="0">
				<tr class="ms-sbrow">
					<td class="ms-sbcell"><input name="ctl00$PlaceHolderSearchArea$ctl01$S3031AEBB_InputKeywords" type="text" value="Search this site..." maxlength="200" id="ctl00_PlaceHolderSearchArea_ctl01_S3031AEBB_InputKeywords" accesskey="S" title="Search..." class="ms-sbplain" alt="Search..." onkeypress="javascript: return S3031AEBB_OSBEK(event);" onfocus="if (document.getElementById('ctl00_PlaceHolderSearchArea_ctl01_ctl04').value =='0') {this.value=''; if (this.className == 's4-searchbox-QueryPrompt') this.className = ''; else this.className = this.className.replace(' s4-searchbox-QueryPrompt',''); document.getElementById('ctl00_PlaceHolderSearchArea_ctl01_ctl04').value=1;}" onblur="if (this.value =='') {this.value='Search this site...'; if (this.className.indexOf('s4-searchbox-QueryPrompt') == -1) this.className += this.className?' s4-searchbox-QueryPrompt':'s4-searchbox-QueryPrompt'; document.getElementById('ctl00_PlaceHolderSearchArea_ctl01_ctl04').value = '0'} else {document.getElementById('ctl00_PlaceHolderSearchArea_ctl01_ctl04').value='1';}" style="width:170px;" /></td><td class="ms-sbgo ms-sbcell"><a id="ctl00_PlaceHolderSearchArea_ctl01_S3031AEBB_go" title="Search" href="javascript:S3031AEBB_Submit()"><img title="Search" onmouseover="this.src='\u002f_layouts\u002fimages\u002fgosearchhover15.png'" onmouseout="this.src='\u002f_layouts\u002fimages\u002fgosearch15.png'" class="srch-gosearchimg" alt="Search" src="/_layouts/images/gosearch15.png" style="border-width:0px;" /></a></td><td class="ms-sbLastcell"></td>
				</tr>
			</table><input name="ctl00$PlaceHolderSearchArea$ctl01$ctl04" type="hidden" id="ctl00_PlaceHolderSearchArea_ctl01_ctl04" value="0" />
		</div></div></div></td>
	</tr>
</table>
						
						<span class="s4-help" style="display:none;">
								<span style="height:17px;width:17px;position:relative;display:inline-block;overflow:hidden;" class="s4-clust"><a href="../../_catalogs/masterpage/#" id="ctl00_TopHelpLink" style="height:17px;width:17px;display:inline-block;" onclick="TopHelpButtonClick('HelpHome');return false" accesskey="6" title="Help (new window)"><img src="/_layouts/images/fgimg.png" style="left:-0px !important;top:-309px !important;position:absolute;" align="absmiddle" border="0" alt="Help (new window)" /></a></span>
						</span>
					</div>
      
      </div>
    </div>
  </div>
  <div id="ust_menu"  class="s4-notdlg">
  <div style="width:262px; background-color:#757575; float:left">
  
    <div id="ust_menu_sol">
    		
	 
	<span style="display:none"><menu type='ServerMenu' id="zz1_ID_PersonalActionMenu" largeiconmode="true"><ie:menuitem id="zz2_ID_PersonalInformation" type="option" iconSrc="/_layouts/images/menuprofile.gif" onMenuClick="javascript:GoToPage('\u002f_layouts\u002fuserdisp.aspx?Force=True\u0026ID=' + _spUserId);return false;" text="My Settings" description="Update your user information, regional settings, and alerts." menuGroupId="100"></ie:menuitem>
<ie:menuitem id="zz3_ID_LoginAsDifferentUser" type="option" onMenuClick="javascript:LoginAsAnother('\u002f_layouts\u002fcloseConnection.aspx?loginasanotheruser=true', 0)" text="Sign in as Different User" description="Login with a different account." menuGroupId="200"></ie:menuitem>
<ie:menuitem id="zz4_ID_Logout" type="option" onMenuClick="STSNavigate2(event,'/_layouts/SignOut.aspx');" text="Sign Out" description="Logout of this site." menuGroupId="200"></ie:menuitem>
<ie:menuitem id="ctl00_IdWelcome_ExplicitLogout_ctl00_ctl01" type="option" iconSrc="/_layouts/images/PasswordWebpart/password.jpg" onMenuClick="STSNavigate2(event,'/Pages/AccountSettings.aspx');" text="Account Settings" description="Change your Security Question and Password" menuGroupId="2147483647"></ie:menuitem>
</menu></span><span  id="zz5_Menu_t" class="ms-SPLink ms-SpLinkButtonInActive ms-welcomeMenu" title="Open Menu" onmouseover="MMU_PopMenuIfShowing(this);MMU_EcbTableMouseOverOut(this, true)" hoveractive="ms-SPLink ms-SpLinkButtonActive ms-welcomeMenu" hoverinactive="ms-SPLink ms-SpLinkButtonInActive ms-welcomeMenu" onclick=" CoreInvoke('MMU_Open',byid('zz1_ID_PersonalActionMenu'), MMU_GetMenuFromClientId('zz5_Menu'),event,false, null, 0); return false;" foa="MMU_GetMenuFromClientId('zz5_Menu')" oncontextmenu="ClkElmt(this); return false;" style="white-space:nowrap"><a class="ms-menu-a" id="zz5_Menu" accesskey="W" href="javascript:;" style="cursor:pointer;white-space:nowrap;" onfocus="MMU_EcbLinkOnFocusBlur(byid('zz1_ID_PersonalActionMenu'), this, true);" onkeydown="MMU_EcbLinkOnKeyDown(byid('zz1_ID_PersonalActionMenu'), MMU_GetMenuFromClientId('zz5_Menu'), event);" onclick=" CoreInvoke('MMU_Open',byid('zz1_ID_PersonalActionMenu'), MMU_GetMenuFromClientId('zz5_Menu'),event,false, null, 0); return false;" oncontextmenu="ClkElmt(this); return false;" menutokenvalues="MENUCLIENTID=zz5_Menu,TEMPLATECLIENTID=zz1_ID_PersonalActionMenu" serverclientid="zz5_Menu"><span>Muhammed Hasan Celik</span><img src="/_layouts/images/blank.gif" style='border:0px' alt="Use SHIFT+ENTER to open the menu (new window)."/></a><span style="height:3px;width:5px;position:relative;display:inline-block;overflow:hidden;" class="s4-clust ms-viewselector-arrow"><img src="/_layouts/images/fgimg.png" alt="Open Menu" style="border-width:0px;position:absolute;left:-0px !important;top:-491px !important;" /></span></span><script type="text/javascript">
//<![CDATA[
var _spUserId=3565;
//]]>
</script>


			
<script type ="text/javascript">
// <![CDATA[
function OnSelectionChange(value)
{
	var today = new Date();
	var oneYear = new Date(today.getTime() + 365 * 24 * 60 * 60 * 1000);
	var url = window.location.href;
	document.cookie = "lcid=" + value + ";path=/;expires=" + oneYear.toGMTString();
	window.location.href = url;
}
// ]]>
</script>


			
			<span class="bmysiyah forget">
			</span>

			
	</div>
	</div>
    <div id="ust_menu_sag">
  
<div id="ctl00_g_487dee24_b21e_4984_8775_1bee9fbbd45e" __MarkupType="vsattributemarkup" __WebPartId="{487dee24-b21e-4984-8775-1bee9fbbd45e}" WebPart="true">
	
        <table cellpadding="0" cellspacing="0" border="0">
            <tr>
    
        <td>
            <div id="ctl00_g_487dee24_b21e_4984_8775_1bee9fbbd45e_ctl00_rptTopMenu_ctl01_linkMenu" class="subPageHeaderMenuIteme">
                <a href='/Pages/Home.aspx?PageID=1396'
                    target='_self'>
                    Ana Sayfa</a>
                <input type="hidden" name="ctl00$g_487dee24_b21e_4984_8775_1bee9fbbd45e$ctl00$rptTopMenu$ctl01$hfID" id="ctl00_g_487dee24_b21e_4984_8775_1bee9fbbd45e_ctl00_rptTopMenu_ctl01_hfID" value="1396" />
            </div>
        </td>
    
        <td>
            <div id="ctl00_g_487dee24_b21e_4984_8775_1bee9fbbd45e_ctl00_rptTopMenu_ctl02_linkMenu" class="subPageHeaderMenuIteme">
                <a href='/Pages/newlms/LMSHome.aspx?PageID=1392'
                    target='_self'>
                    LMS</a>
                <input type="hidden" name="ctl00$g_487dee24_b21e_4984_8775_1bee9fbbd45e$ctl00$rptTopMenu$ctl02$hfID" id="ctl00_g_487dee24_b21e_4984_8775_1bee9fbbd45e_ctl00_rptTopMenu_ctl02_hfID" value="1392" />
            </div>
        </td>
    
        <td>
            <div id="ctl00_g_487dee24_b21e_4984_8775_1bee9fbbd45e_ctl00_rptTopMenu_ctl03_linkMenu" class="subPageHeaderMenuIteme">
                <a href='http://my.sehir.edu.tr/Pages/OgrencilerIcin/Akademik-Takvim-ogrenciler.aspx?PageID=1421&MenuID=1455'
                    target='_self'>
                    AKADEMİK TAKVİM</a>
                <input type="hidden" name="ctl00$g_487dee24_b21e_4984_8775_1bee9fbbd45e$ctl00$rptTopMenu$ctl03$hfID" id="ctl00_g_487dee24_b21e_4984_8775_1bee9fbbd45e_ctl00_rptTopMenu_ctl03_hfID" value="1424" />
            </div>
        </td>
    
        <td>
            <div id="ctl00_g_487dee24_b21e_4984_8775_1bee9fbbd45e_ctl00_rptTopMenu_ctl04_linkMenu" class="subPageHeaderMenuIteme">
                <a href='http://my.sehir.edu.tr/Pages/Formlar/Formlar_calisanlar_icin.aspx?PageID=1425'
                    target='_self'>
                    FORMLAR VE DİLEKÇELER</a>
                <input type="hidden" name="ctl00$g_487dee24_b21e_4984_8775_1bee9fbbd45e$ctl00$rptTopMenu$ctl04$hfID" id="ctl00_g_487dee24_b21e_4984_8775_1bee9fbbd45e_ctl00_rptTopMenu_ctl04_hfID" value="1425" />
            </div>
        </td>
    
        <td>
            <div id="ctl00_g_487dee24_b21e_4984_8775_1bee9fbbd45e_ctl00_rptTopMenu_ctl05_linkMenu" class="subPageHeaderMenuIteme">
                <a href='/Pages/KimKimdir.aspx?PageID=1427'
                    target='_self'>
                    KİM KİMDİR?</a>
                <input type="hidden" name="ctl00$g_487dee24_b21e_4984_8775_1bee9fbbd45e$ctl00$rptTopMenu$ctl05$hfID" id="ctl00_g_487dee24_b21e_4984_8775_1bee9fbbd45e_ctl00_rptTopMenu_ctl05_hfID" value="1427" />
            </div>
        </td>
    
        </tr> </table>
    

</div>
  
    
  </div>
    <div id="tren"><a href="#">TR</a> | <a href="#">EN</a></div>
   </div>
   <div id="s4-statusbarcontainer"class="s4-notdlg">
				<div id="pageStatusBar" class="s4-status-s1">
				</div>
			</div>
  <div id="icerik">
       
    		<div class='s4-ba'><div class='ms-bodyareacell'>	
    
    				<div id="ctl00_MSO_ContentDiv">
						<a name="mainContent"></a>
						
	
	
			<div class="article article-body" style="margin:0px!important;padding:0px!important;">
				
				<div class="article-content icerik_back" style="margin:0px!important;padding:0px 0px!important; background-position:left 60px;">
			
				
					<div id="ctl00_PlaceHolderMain_ctl01_ctl01_label" style='display:none'>Page Content</div><div id="ctl00_PlaceHolderMain_ctl01_ctl01__ControlWrapper_RichHtmlField" class="ms-rtestate-field" style="display:inline" aria-labelledby="ctl00_PlaceHolderMain_ctl01_ctl01_label"><div class="ms-rtestate-read ms-rte-wpbox"><div class="ms-rtestate-notify  ms-rtestate-read bf2a5f37-b79a-4a03-9fcc-dda5355ca7fa" id="div_bf2a5f37-b79a-4a03-9fcc-dda5355ca7fa"><table style='width:100%' cellpadding='0' cellspacing='0'><tr><td id="MSOZoneCell_WebPartctl00_m_g_bf2a5f37_b79a_4a03_9fcc_dda5355ca7fa" valign="top" class="s4-wpcell-plain"><table class="s4-wpTopTable" border="0" cellpadding="0" cellspacing="0" width="100%">
	<tr>
		<td valign="top"><div WebPartID="b2441aa6-038f-45c0-9933-9a0fb3b8c19c" WebPartID2="bf2a5f37-b79a-4a03-9fcc-dda5355ca7fa" HasPers="false" id="WebPartctl00_m_g_bf2a5f37_b79a_4a03_9fcc_dda5355ca7fa" width="100%" class="ms-WPBody" allowRemove="false" allowDelete="false" allowExport="false" style="" ><div id="ctl00_m_g_bf2a5f37_b79a_4a03_9fcc_dda5355ca7fa">
			


<script type="text/javascript">
    $(document).ready(function () {

        $('#' + 'ctl00_m_g_bf2a5f37_b79a_4a03_9fcc_dda5355ca7fa_ctl00_drpUserType' + ':visible').length > 0
        {
            $('#' + 'ctl00_m_g_bf2a5f37_b79a_4a03_9fcc_dda5355ca7fa_ctl00_drpUserType').css('width', '95px');
            $('div.msj_box').css('width', '300px');
        }

    });

    $(document).ready(function () {

        try {

            $('.listbox').msDropDown({ mainCSS: 'drpdwn' }).data("dd");
            // $('#' + 'ctl00_m_g_bf2a5f37_b79a_4a03_9fcc_dda5355ca7fa_ctl00_drpTerms').msDropDown();

        } catch (e) {

        }

    });
</script>
<div id="lms_all">
    <div id="lms_ust">
        <select name="ctl00$m$g_bf2a5f37_b79a_4a03_9fcc_dda5355ca7fa$ctl00$drpTerms" onchange="javascript:setTimeout('__doPostBack(\'ctl00$m$g_bf2a5f37_b79a_4a03_9fcc_dda5355ca7fa$ctl00$drpTerms\',\'\')', 0)" id="ctl00_m_g_bf2a5f37_b79a_4a03_9fcc_dda5355ca7fa_ctl00_drpTerms" class="listbox">
				<option selected="selected" value="78">2015-2016 - Spring Semester</option>
				<option value="75">2015-2016 - Fall Semester</option>
				<option value="73">2014-2015 - Summer Semester</option>
				<option value="70">2014-2015 - Spring Semester</option>
				<option value="66">2014-2015 - Fall Semester</option>
				<option value="64">2013-2014 - Summer Semester</option>
				<option value="60">2013-2014 - Spring Semester</option>
				<option value="51">2013-2014 - Fall Semester</option>

			</select>
        <select name="ctl00$m$g_bf2a5f37_b79a_4a03_9fcc_dda5355ca7fa$ctl00$drpCourseGroups" onchange="javascript:setTimeout('__doPostBack(\'ctl00$m$g_bf2a5f37_b79a_4a03_9fcc_dda5355ca7fa$ctl00$drpCourseGroups\',\'\')', 0)" id="ctl00_m_g_bf2a5f37_b79a_4a03_9fcc_dda5355ca7fa_ctl00_drpCourseGroups" class="listbox">
				<option value="RootFolder">My Folder</option>
				<option selected="selected" value="7732">CS 240 01</option>
				<option value="7761">CS 340 01</option>
				<option value="7318">CS 352 01</option>
				<option value="7319">CS 362 01</option>
				<option value="7308">EECS 202 01</option>
				<option value="7617">EECS 218 01</option>
				<option value="7087">UNI 202 03</option>

			</select>
        
        <div class="msj_box">
        </div>
    </div>
    <div id="lms_menu">
        <ul>
            <li>
                <a id="ctl00_m_g_bf2a5f37_b79a_4a03_9fcc_dda5355ca7fa_ctl00_lnkWelcome" lnkName="Welcome" href="javascript:__doPostBack('ctl00$m$g_bf2a5f37_b79a_4a03_9fcc_dda5355ca7fa$ctl00$lnkWelcome','')"> Welcome </a>
            </li>
            <li>
                <a id="ctl00_m_g_bf2a5f37_b79a_4a03_9fcc_dda5355ca7fa_ctl00_lnkGradeBook" lnkName="GradeBook" href="javascript:__doPostBack('ctl00$m$g_bf2a5f37_b79a_4a03_9fcc_dda5355ca7fa$ctl00$lnkGradeBook','')"> GradeBook </a>
            </li>
            <li>
                <a id="ctl00_m_g_bf2a5f37_b79a_4a03_9fcc_dda5355ca7fa_ctl00_lnkAttandance" lnkName="Attandance" href="javascript:__doPostBack('ctl00$m$g_bf2a5f37_b79a_4a03_9fcc_dda5355ca7fa$ctl00$lnkAttandance','')"> Attendance </a>
            </li>
            <li>
                <a id="ctl00_m_g_bf2a5f37_b79a_4a03_9fcc_dda5355ca7fa_ctl00_lnkAssignment" lnkName="Assignment" href="javascript:__doPostBack('ctl00$m$g_bf2a5f37_b79a_4a03_9fcc_dda5355ca7fa$ctl00$lnkAssignment','')"> Assignment </a>
            </li>
            <li>
                <a id="ctl00_m_g_bf2a5f37_b79a_4a03_9fcc_dda5355ca7fa_ctl00_lnkMybox" class="lms_menu_aktiv" lnkName="MyBox" href="javascript:__doPostBack('ctl00$m$g_bf2a5f37_b79a_4a03_9fcc_dda5355ca7fa$ctl00$lnkMybox','')"> MyBox </a>
            </li>
            <li>
                </li>
            <li>
                </li>
            <li>
                
            </li>
            <li>
                
            </li>
            <li>
                
            </li>
            <li>
                
            </li>
            
            <li>
                <a id="ctl00_m_g_bf2a5f37_b79a_4a03_9fcc_dda5355ca7fa_ctl00_lnkHelp" lnkName="Help" lnkPermission="teacher" href="javascript:__doPostBack('ctl00$m$g_bf2a5f37_b79a_4a03_9fcc_dda5355ca7fa$ctl00$lnkHelp','')"> Help </a></li>
        </ul>
    </div>
    <div id="lms_icerik">
    </div>
</div>

		</div></div></td>
	</tr>
</table></td></tr></table></div>
<div id="vid_bf2a5f37-b79a-4a03-9fcc-dda5355ca7fa" style="display:none"></div></div>
<div class="ms-rtestate-read ms-rte-wpbox"><div class="ms-rtestate-notify  ms-rtestate-read d441d113-eeb7-4e32-b5ce-fa983b6681ee" id="div_d441d113-eeb7-4e32-b5ce-fa983b6681ee"><table style='width:100%' cellpadding='0' cellspacing='0'><tr><td id="MSOZoneCell_WebPartctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee" valign="top" class="s4-wpcell-plain"><table class="s4-wpTopTable" border="0" cellpadding="0" cellspacing="0" width="100%">
	<tr>
		<td valign="top"><div WebPartID="3fba4d70-66ea-4b9e-9f3f-4612685ce084" WebPartID2="d441d113-eeb7-4e32-b5ce-fa983b6681ee" HasPers="false" id="WebPartctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee" width="100%" class="ms-WPBody" allowRemove="false" allowDelete="false" allowExport="false" style="" ><div id="ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee">
			
<script src="/_layouts/LMS_V2/MyBox/jquery.cookies.2.2.0.min.js" type="text/javascript"></script>
<style type="text/css">
    .hidebutton
    {
        z-index: -1000;
        position: absolute;
        top: -1000px;
    }
    .bar
    {
        border-color: #82CFFA #E7F2FB #96C4EA;
        border-style: solid;
        border-width: 1px;
        box-shadow: 0 1px 1px rgba(0, 0, 0, 0.12), 0 0 0 #000000 inset;
        line-height: 41px;
        height: 41px;
    }
    .bar:hover
    {
        border-color: #82CFFA #E7F2FB #96C4EA;
        border-style: solid;
        border-width: 1px;
        box-shadow: 0 1px 1px rgba(0, 0, 0, 0.12), 0 0 0 #000000 inset;
        line-height: 41px;
        height: 41px;
        background-color: #f0f9ff;
    }
    
    .barhead
    {
        border-color: #82CFFA #E7F2FB #96C4EA;
        border-style: solid;
        border-width: 1px;
        box-shadow: 0 1px 1px rgba(0, 0, 0, 0.12), 0 0 0 #000000 inset;
        line-height: 41px;
        height: 41px;
        background-color: #f0f9ff;
    }
    .barhead a
    {
        color: Gray !important;
        text-decoration: none;
    }
    .barhead a:hover
    {
        text-decoration: underline;
    }
    .bar_active a
    {
        color: White !important;
    }
    .bar_active
    {
        border-color: #82CFFA #E7F2FB #96C4EA;
        border-style: solid;
        border-width: 1px;
        box-shadow: 0 1px 1px rgba(0, 0, 0, 0.12), 0 0 0 #000000 inset;
        line-height: 41px;
        height: 41px;
        color: White;
        background-color: #388ec8;
    }
    .search_button
    {
        vertical-align: middle;
    }
    .rtWrapper
    {
        margin-top: 8px !important;
    }
    .rtWrapperContent
    {
        font-size: 10px !important;
    }
</style>
<script type="text/javascript">
    function setFormSubmitToFalse() { // download işleminden sonra response'un durmaması için
        window.setTimeout(function () { _spFormOnSubmitCalled = false; }, 10);
    }

    function selectPanel(pnl, index, evt) {

        if (evt.ctrlKey) {

            pnl.parentElement.parentElement.className = "bar_active";

            document.getElementById('ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee_ctl00_hdnMultiSelect').value = 1;
        }
        else {
            document.getElementById('ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee_ctl00_hdnMultiSelect').value = 0;
        }

        document.getElementById('ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee_ctl00_hdnSelectedIndex').value = index;
        document.getElementById('ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee_ctl00_btnSelectedIndex').click();

    }

    function openFolder(pnl, URL) {

        document.getElementById('ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee_ctl00_hdnFolderURL').value = URL;
        document.getElementById('ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee_ctl00_btnOpenFolder').click();

    }
    function openFile(URL) {

        //window.open(URL, '_blank');
        document.getElementById('ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee_ctl00_hfUrl').value = URL;
        document.getElementById('ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee_ctl00_btnDownloadDoc').click();
        window.setTimeout(function () { _spFormOnSubmitCalled = false; }, 10); // download işleminden sonra response'un durmaması için
    }

    function openDialogBox(URL, Title) {

        var options = SP.UI.$create_DialogOptions();

        var options = {
            title: Title,
            autoSize: true,
            allowMaximize: true,
            url: URL,
            dialogReturnValueCallback: refreshIt
        };
        SP.UI.ModalDialog.showModalDialog(options);

    }
    function refreshIt() {
        document.getElementById('ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee_ctl00_btnOpenFolder').click();
    }

    function openDialogBoxRefresh(URL, Title) {

        var options = SP.UI.$create_DialogOptions();

        var options = {
            title: Title,
            autoSize: true,
            allowMaximize: true,
            url: URL,
            dialogReturnValueCallback: refresh
        };
        SP.UI.ModalDialog.showModalDialog(options);

    }
    function refresh() {
        document.getElementById('ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee_ctl00_btnRefreshFolder').click();
    }


    function openDialogBoxDownload(URL, Title) {

        var options = SP.UI.$create_DialogOptions();

        var options = {
            title: Title,
            autoSize: true,
            allowMaximize: true,
            url: URL
        };
        //SP.UI.ModalDialog.showModalDialog(options);

        SP.UI.ModalDialog.commonModalDialogOpen(URL, options, null, null); //Open pop-up
        var millisecondsToWait = 2000; //Run every 2 seconds to check for cookie
        var intrvl = setInterval(function () {
            if (jaaulde.utils.cookies.get('folderdownloadcookie') != null) { //check if cookie is found
                jaaulde.utils.cookies.del('folderdownloadcookie'); //Delete the cookie
                SP.UI.ModalDialog.commonModalDialogClose(); //Close the pop-up
                clearInterval(intrvl); //Clear timer 
                document.getElementById('ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee_ctl00_btnDowloadFileRefresh').click();
            }
        }, millisecondsToWait);
    }



    function KeyEnter() {

        var c = window.event.keyCode;
        if (c == 13) {

            document.getElementById('ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee_ctl00_btnSearch').click();
        }
    }


    function showToolTip(element) {

        var tooltipManager = $find("ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee_ctl00_RadToolTipManager1");

        //If the user hovers the image before the page has loaded, there is no manager created
        if (!tooltipManager) return;

        //Find the tooltip for this element if it has been created 
        var tooltip = tooltipManager.getToolTipByElement(element);

        //Create a tooltip if no tooltip exists for such element 
        if (!tooltip) {
            tooltip = tooltipManager.createToolTip(element);


            var src = element.getAttribute("tooltext", 2);
            var country = src;
            tooltip.set_content(country);
        }

        //Let the tooltip's own show mechanism take over from here - execute the onmouseover just once
        element.onmouseover = null;

        //show the tooltip
        setTimeout(function () {
            tooltip.show();
        }, 2);
    } 


</script>
<div id="ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee_ctl00_pnlMainContent">
				

<div id="ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee_ctl00_pnlMyBox" style="background-color: White">
    <div id="ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee_ctl00_pnlUpdate">
					
            <div style="width: 952px; float: left">
                <div style="float: left; width: 660px">
                    <input type="image" name="ctl00$m$g_d441d113_eeb7_4e32_b5ce_fa983b6681ee$ctl00$imgHome" id="ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee_ctl00_imgHome" src="../../_CONTROLTEMPLATES/LMS_V2/LMS_MyBox/_layouts/LMS_V2/Mybox/img/SehirBoxLogo.png" align="absmiddle" onclick="javascript:WebForm_DoPostBackWithOptions(new WebForm_PostBackOptions(&quot;ctl00$m$g_d441d113_eeb7_4e32_b5ce_fa983b6681ee$ctl00$imgHome&quot;, &quot;&quot;, true, &quot;&quot;, &quot;&quot;, false, false))" style="border-width:0px;" />
                    <span id="ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee_ctl00_lblNavigation"><a style='cursor:pointer' onclick="openFolder(this,'b19577a6-dec2-4ad3-ba76-4cdfe59f48b0')">CS 240 01</a> ><a style='cursor:pointer' onclick="openFolder(this,'60658a5c-be80-4605-bbdc-18624860d111')">Projects</a> >Project1</span>
                </div>
                <div style="float: right; width: 290px">
                    <div id="ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee_ctl00_RadToolTipManager1" style="display:none;position:absolute;">
						<!-- 2010.3.1215.35 --><div id="ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee_ctl00_RadToolTipManager1RTMPanel">

						</div><input id="ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee_ctl00_RadToolTipManager1_ClientState" name="ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee_ctl00_RadToolTipManager1_ClientState" type="hidden" />
					</div>
                    <span id="ctl00_m_g_d441d113_eeb7_4e32_b5ce_fa983b6681ee_ctl00_lblFolderOption"></span>
                    
                    
                    
                    <table cellpadding="0" cellspacing="0" style="vertical-align: middle; float: right">
                        <tr>
                            <td>
